x,y,Fmax
0.0,0.0,4.0
0.0006283813688548441,0.01579228983927571,4.0
0.0012567627377096883,0.03158064089243258,4.0
0.0018851441065645324,0.04736111535573216,4.0
0.0025135254754193766,0.06312977738995183,4.0
0.0031419068442742207,0.07888269410203015,4.0
0.003770288213129065,0.09461593652597748,4.0
0.004398669581983909,0.11032558060280716,4.0
0.005027050950838753,0.1260077081592428,4.0
0.005655432319693597,0.14165840788495748,4.0
0.006283813688548441,0.15727377630810155,4.0
0.006912195057403286,0.17284991876887507,4.0
0.00754057642625813,0.18838295039090272,4.0
0.008168957795112973,0.20386899705016825,4.0
0.008797339163967818,0.21930419634126774,4.0
0.009425720532822663,0.23468469854073937,4.0
0.010054101901677506,0.2500066675672307,4.0
0.01068248327053235,0.2652662819382634,4.0
0.011310864639387195,0.2804597357233564,4.0
0.01193924600824204,0.295583239493271,4.0
0.012567627377096883,0.3106330212651392,4.0
0.013196008745951726,0.32560532744324194,4.0
0.013824390114806571,0.34049642375520084,4.0
0.014452771483661416,0.35530259618334986,4.0
0.01508115285251626,0.3700201518910563,4.0
0.015709534221371103,0.3846454201437582,4.0
0.016337915590225946,0.39917475322448975,4.0
0.016966296959080793,0.41360452734366515,4.0
0.017594678327935636,0.42793114354289524,4.0
0.01822305969679048,0.4421510285926112,4.0
0.018851441065645326,0.45626063588327037,4.0
0.01947982243450017,0.4702564463099231,4.0
0.020108203803355013,0.4841349691499197,4.0
0.020736585172209856,0.49789274293353875,4.0
0.0213649665410647,0.5115263363073188,4.0
0.021993347909919546,0.5250323488898789,4.0
0.02262172927877439,0.5384074121200149,4.0
0.023250110647629232,0.551648190096858,4.0
0.02387849201648408,0.5647513804118894,4.0
0.024506873385338922,0.5777137149726002,4.0
0.025135254754193766,0.5905319608175923,4.0
0.02576363612304861,0.6032029209229182,4.0
0.026392017491903452,0.6157234349994568,4.0
0.0270203988607583,0.6280903802811278,4.0
0.027648780229613142,0.6403006723037458,4.0
0.028277161598467986,0.6523512656743241,4.0
0.028905542967322832,0.6642391548306309,4.0
0.029533924336177676,0.6759613747908132,4.0
0.03016230570503252,0.6875150018928986,4.0
0.030790687073887362,0.6988971545239913,4.0
0.031419068442742205,0.7101049938389816,4.0
0.03204744981159705,0.721135724468587,4.0
0.03267583118045189,0.731986595216551,4.0
0.03330421254930674,0.7426548997458247,4.0
0.033932593918161585,0.7531379772535596,4.0
0.034560975287016425,0.7634332131347431,4.0
0.03518935665587127,0.7735380396343132,4.0
0.03581773802472612,0.7834499364875867,4.0
0.03644611939358096,0.793166431548843,4.0
0.037074500762435805,0.8026851014079085,4.0
0.03770288213129065,0.812003571994582,4.0
0.03833126350014549,0.8211195191707574,4.0
0.03895964486900034,0.8300306693100918,4.0
0.03958802623785518,0.8387347998650744,4.0
0.040216407606710025,0.8472297399213568,4.0
0.04084478897556487,0.8555133707392046,4.0
0.04147317034441971,0.8635836262819375,4.0
0.04210155171327456,0.8714384937312227,4.0
0.0427299330821294,0.8790760139890957,4.0
0.043358314450984245,0.8864942821665835,4.0
0.04398669581983909,0.8936914480588065,4.0
0.04461507718869393,0.9006657166064413,4.0
0.04524345855754878,0.9074153483434305,4.0
0.045871839926403625,0.9139386598308262,4.0
0.046500221295258465,0.9202340240766597,4.0
0.04712860266411331,0.9262998709417328,4.0
