x,y,Fmax
0.0,0.0,8.0
0.0006283813688548441,0.05526932183699144,8.0
0.0012567627377096883,0.11050270812166012,8.0
0.0018851441065645324,0.165664255743098,8.0
0.0025135254754193766,0.22071812644162722,8.0
0.0031419068442742207,0.27562857915544764,8.0
0.003770288213129065,0.33036000227261236,8.0
0.004398669581983909,0.3848769457569181,8.0
0.005027050950838753,0.43914415311642535,8.0
0.005655432319693597,0.4931265931834766,8.0
0.006283813688548441,0.5467894916752709,8.0
0.006912195057403286,0.6000983625042664,8.0
0.00754057642625813,0.6530190388079364,8.0
0.008168957795112973,0.7055177036676759,8.0
0.008797339163967818,0.7575609204869702,8.0
0.009425720532822663,0.8091156629992707,8.0
0.010054101901677506,0.8601493448763933,8.0
0.01068248327053235,0.9106298489086466,8.0
0.011310864639387195,0.9605255557283288,8.0
0.01193924600824204,1.009805372048676,8.0
0.012567627377096883,1.058438758390833,8.0
0.013196008745951726,1.106395756271923,8.0
0.013824390114806571,1.1536470148278215,8.0
0.014452771483661416,1.2001638168448094,8.0
0.01508115285251626,1.2459181041748577,8.0
0.015709534221371103,1.290882502509917,8.0
0.016337915590225946,1.335030345491209,8.0
0.016966296959080793,1.3783356981301809,8.0
0.017594678327935636,1.4207733795184763,8.0
0.01822305969679048,1.4623189848049618,8.0
0.018851441065645326,1.5029489064185917,8.0
0.01947982243450017,1.5426403545166263,8.0
0.020108203803355013,1.5813713766385074,8.0
0.020736585172209856,1.6191208765464542,8.0
0.0213649665410647,1.6558686322346778,8.0
0.021993347909919546,1.6915953130899095,8.0
0.02262172927877439,1.7262824961868017,8.0
0.023250110647629232,1.7599126817026036,8.0
0.02387849201648408,1.7924693074363902,8.0
0.024506873385338922,1.8239367624190095,8.0
0.025135254754193766,1.8543003996008207,8.0
0.02576363612304861,1.8835465476051942,8.0
0.026392017491903452,1.9116625215366865,8.0
0.0270203988607583,1.938636632833728,8.0
0.027648780229613142,1.9644581981566138,8.0
0.028277161598467986,1.9891175473025406,8.0
0.028905542967322832,2.012606030140393,8.0
0.029533924336177676,2.0349160225589626,8.0
0.03016230570503252,2.0560409314232486,8.0
0.030790687073887362,2.0759751985344788,8.0
0.031419068442742205,2.0947143035904716,8.0
0.03204744981159705,2.1122547661439492,8.0
0.03267583118045189,2.1285941465574076,8.0
0.03330421254930674,2.1437310459541363,8.0
